length_numeric,estimated_mass_kg,metabolic_demand,habitat_modification_potential,specialization_index,region_diversity_score,temporal_span,extinction_proximity,trophic_impact,diet,type,geological_period,lived_in,start_time_mya,end_time_mya,mid_time_mya,ecosystem_impact_score,name,impact_category
22.0,227016.12277545402,227016.12277545402,66.0,3,0.967741935483871,10.0,-80.0,2.0,herbivorous,sauropod,Late Jurassic,China,155.0,145.0,150.0,37.8320221134208,mamenchisaurus,Moderate Impact
13.0,60933.816555341415,91400.72483301212,32.5,4,0.9032258064516129,5.0,-29.0,3.0,carnivorous,large theropod,Late Cretaceous,Argentina,99.0,94.0,96.5,40.18961071610633,mapusaurus,Moderate Impact
6.0,8818.163074019441,13227.244611029162,15.0,4,1.0,12.0,-77.0,3.0,carnivorous,large theropod,Late Jurassic,USA,154.0,142.0,148.0,30.566981857398645,marshosaurus,Moderate Impact
2.0,565.685424949238,848.5281374238571,2.0,3,0.45161290322580644,13.0,-6.0,3.0,carnivorous,small theropod,Late Cretaceous,Madagascar,84.0,71.0,77.5,23.958811994815942,masiakasaurus,Low Impact
4.0,3200.0,3840.0,12.0,2,0.45161290322580644,4.0,-139.0,2.5,omnivorous,sauropod,Early Jurassic,Zimbabwe,208.0,204.0,206.0,15.791153237026197,massospondylus,Low Impact
13.0,60933.816555341415,60933.816555341415,39.0,3,0.5483870967741935,0.0,-15.0,2.0,herbivorous,sauropod,Late Cretaceous,Brazil,80.0,80.0,80.0,19.643785688601472,maxakalisaurus,Low Impact
9.0,24300.0,36450.0,22.5,4,0.8709677419354839,15.0,-90.0,3.0,carnivorous,large theropod,Mid Jurassic,United Kingdom,170.0,155.0,162.5,34.194487037688,megalosaurus,Moderate Impact
12.0,49883.06325798367,59859.6759095804,36.0,2,0.6451612903225806,6.0,-156.0,2.5,omnivorous,sauropod,Late Triassic,South Africa,227.0,221.0,224.0,26.708952824941818,melanorosaurus,Low Impact
8.2,19254.605765894037,28881.908648841054,20.5,4,0.8709677419354839,5.0,-89.0,3.0,carnivorous,large theropod,Late Jurassic,United Kingdom,159.0,154.0,156.5,33.16072973618073,metriacanthosaurus,Moderate Impact
0.5,17.67766952966369,17.67766952966369,1.0,3,0.9354838709677419,20.0,-1.0,2.0,herbivorous,ceratopsian,Late Cretaceous,Mongolia,86.0,66.0,76.0,3.5846793124617653,microceratus,Low Impact
0.6,27.8854800926934,27.8854800926934,1.2,3,0.967741935483871,13.0,-6.0,2.0,herbivorous,ceratopsian,Late Cretaceous,China,84.0,71.0,77.5,3.6520684986228873,micropachycephalosaurus,Low Impact
0.8,57.24334022399462,85.86501033599194,0.8,3,0.967741935483871,3.0,-57.0,3.0,carnivorous,small theropod,Early Cretaceous,China,125.0,122.0,123.5,23.521024668944996,microraptor,Low Impact
3.0,1558.8457268119896,1558.8457268119896,6.6000000000000005,3,0.7419354838709677,9.0,-47.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,Australia,121.0,112.0,116.5,5.540864352475778,minmi,Low Impact
5.7,7756.881183826397,11635.321775739596,14.25,4,0.967741935483871,21.0,-94.0,3.0,carnivorous,large theropod,Mid Jurassic,China,180.0,159.0,169.5,30.239503585492418,monolophosaurus,Moderate Impact
1.0,100.0,110.00000000000001,1.0,2,0.9354838709677419,13.0,-3.0,2.0,unknown,small theropod,Late Cretaceous,Mongolia,81.0,68.0,74.5,1.9229013125625978,mononykus,Low Impact
3.0,1558.8457268119896,1558.8457268119896,9.0,3,0.9032258064516129,11.0,-145.0,2.0,herbivorous,sauropod,Late Triassic,Argentina,221.0,210.0,215.5,6.342773660351673,mussaurus,Low Impact
7.0,12964.181424216495,12964.181424216495,10.5,2,0.7419354838709677,10.0,-35.0,2.0,herbivorous,euornithopod,Early Cretaceous,Australia,110.0,100.0,105.0,5.806807089567551,muttaburrasaurus,Low Impact
4.4,4060.9878601148275,4873.185432137793,11.0,2,0.967741935483871,13.0,-6.0,2.5,omnivorous,large theropod,Late Cretaceous,China,84.0,71.0,77.5,15.510485955740204,nanshiungosaurus,Low Impact
7.0,12964.181424216495,12964.181424216495,14.0,3,1.0,2.0,0.0,2.0,herbivorous,ceratopsian,Late Cretaceous,USA,67.0,65.0,66.0,8.642924830219897,nedoceratops,Low Impact
13.0,60933.816555341415,60933.816555341415,39.0,3,0.9354838709677419,4.0,-3.0,2.0,herbivorous,sauropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,19.643785688601472,nemegtosaurus,Low Impact
7.4,14896.330501167056,22344.495751750583,18.5,4,0.8709677419354839,6.0,-56.0,3.0,carnivorous,large theropod,Early Cretaceous,United Kingdom,127.0,121.0,124.0,32.176748856292356,neovenator,Moderate Impact
10.0,31622.776601683792,31622.776601683792,30.0,3,0.9032258064516129,6.0,0.0,2.0,herbivorous,sauropod,Late Cretaceous,Argentina,71.0,65.0,68.0,15.018830497362453,neuquenosaurus,Low Impact
15.0,87142.12528966687,87142.12528966687,45.0,3,0.03225806451612903,22.0,-34.0,2.0,herbivorous,sauropod,Early Cretaceous,Tunisia,121.0,99.0,110.0,23.095101913093295,nigersaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,7.5,2,0.25806451612903225,5.0,-19.0,2.0,herbivorous,euornithopod,Late Cretaceous,Russia,89.0,84.0,86.5,4.3974188254367474,nipponosaurus,Low Impact
1.0,100.0,150.0,1.0,3,0.9032258064516129,19.0,0.0,3.0,carnivorous,small theropod,Late Cretaceous,Argentina,84.0,65.0,74.5,23.59094783183537,noasaurus,Low Impact
5.0,5590.169943749474,5590.169943749474,11.0,3,1.0,10.0,-35.0,2.0,herbivorous,armoured dinosaur,Early Cretaceous,USA,110.0,100.0,105.0,7.233536566089094,nodosaurus,Low Impact
1.6,323.8172324012421,388.58067888149054,1.6,1,0.9354838709677419,4.0,-3.0,2.5,omnivorous,small theropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,10.470954491642495,nomingia,Low Impact
5.3,6466.803638583747,7760.164366300496,13.25,2,1.0,5.0,-24.0,2.5,omnivorous,large theropod,Late Cretaceous,USA,94.0,89.0,91.5,16.411661027242186,nothronychus,Low Impact
1.0,100.0,150.0,1.0,3,0.6451612903225806,27.0,-67.0,3.0,carnivorous,small theropod,Mid Jurassic,South Africa,159.0,132.0,145.5,23.59094783183537,nqwebasaurus,Low Impact
20.0,178885.43819998318,178885.43819998318,60.0,3,0.967741935483871,10.0,-94.0,2.0,herbivorous,sauropod,Mid Jurassic,China,169.0,159.0,164.0,33.170720969757184,omeisaurus,Moderate Impact
12.0,49883.06325798367,49883.06325798367,36.0,3,0.9354838709677419,4.0,-3.0,2.0,herbivorous,sauropod,Late Cretaceous,Mongolia,72.0,68.0,70.0,18.03146311742461,opisthocoelicaudia,Low Impact
2.0,565.685424949238,848.5281374238571,2.0,3,1.0,6.0,-79.0,3.0,carnivorous,small theropod,Late Jurassic,USA,150.0,144.0,147.0,23.958811994815942,ornitholestes,Low Impact
4.0,3200.0,3840.0,10.0,2,1.0,9.0,0.0,2.5,omnivorous,large theropod,Late Cretaceous,USA,74.0,65.0,69.5,15.122895480462953,ornithomimus,Low Impact
2.0,565.685424949238,565.685424949238,3.0,2,1.0,0.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,74.0,74.0,74.0,2.616517175082783,orodromeus,Low Impact
2.1,639.0697145069543,639.0697145069543,3.1500000000000004,2,1.0,5.0,-29.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,99.0,94.0,96.5,2.6706868836779916,oryctodromeus,Low Impact
1.4,231.9103274975049,231.9103274975049,2.0999999999999996,2,1.0,12.0,-77.0,2.0,herbivorous,euornithopod,Late Jurassic,USA,154.0,142.0,148.0,2.29737878200115,othnielia,Low Impact
7.0,12964.181424216495,12964.181424216495,10.5,2,0.7419354838709677,15.0,-35.0,2.0,herbivorous,euornithopod,Early Cretaceous,Niger,115.0,100.0,107.5,5.806807089567551,ouranosaurus,Low Impact
2.0,565.685424949238,678.8225099390856,2.0,1,0.9354838709677419,10.0,-10.0,2.5,omnivorous,small theropod,Late Cretaceous,Mongolia,85.0,75.0,80.0,10.619624442673738,oviraptor,Low Impact
8.0,18101.933598375617,18101.933598375617,12.0,2,1.0,11.0,0.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,76.0,65.0,70.5,6.591573806799459,pachycephalosaurus,Low Impact
6.0,8818.163074019441,8818.163074019441,12.0,3,0.8387096774193549,2.0,-9.0,2.0,herbivorous,ceratopsian,Late Cretaceous,Canada,76.0,74.0,75.0,7.745831489653369,pachyrhinosaurus,Low Impact
7.0,12964.181424216495,12964.181424216495,15.400000000000002,3,1.0,4.0,-10.0,2.0,herbivorous,armoured dinosaur,Late Cretaceous,USA,79.0,75.0,77.0,9.11070525981417,panoplosaurus,Low Impact
28.0,414853.8055749278,414853.8055749278,84.0,3,0.25806451612903225,5.0,-29.0,2.0,herbivorous,sauropod,Late Cretaceous,Egypt,99.0,94.0,96.5,54.21386618566603,paralititan,Moderate Impact
11.0,40131.159963300335,40131.159963300335,16.5,2,1.0,2.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,USA,76.0,74.0,75.0,9.31103619241838,parasaurolophus,Low Impact
3.0,1558.8457268119896,1558.8457268119896,4.5,2,0.8387096774193549,2.0,-9.0,2.0,herbivorous,euornithopod,Late Cretaceous,Canada,76.0,74.0,75.0,3.1725270414177027,parksosaurus,Low Impact
